ID,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date
934,,,,8,04/10/2010,13/10/2010,08/11/2010,16/03/2011
935,10,10,10,,16/11/2010,16/11/2010,,
936,9,,,,04/10/2010,25/10/2010,01/11/2010,25/01/2011
937,,,,9,11/02/2011,11/02/2011,11/02/2011,11/02/2011
938,10,,9,10,28/05/2010,31/05/2010,01/06/2010,07/06/2010
939,10,6,9,10,17/10/2010,26/10/2010,04/11/2010,
940,10,9,9,9,13/01/2011,13/01/2011,,
941,,,,,19/11/2010,16/03/2011,,
942,,10,10,10,03/02/2011,03/02/2011,03/02/2011,03/02/2011
943,9,,,,04/09/2010,25/10/2010,01/11/2010,
944,10,,,,16/09/2010,23/09/2010,08/10/2010,18/10/2010
945,10,10,9,10,02/09/2010,12/09/2010,03/10/2010,
946,10,10,10,10,18/02/2011,18/02/2011,18/02/2011,
947,10,10,10,10,02/06/2010,08/06/2010,13/06/2010,15/06/2010
948,10,10,,,17/05/2010,31/05/2010,07/09/2010,29/09/2010
949,,10,10,10,22/09/2010,20/10/2010,29/10/2010,30/11/2010
950,,10,,,01/05/2010,31/05/2010,02/06/2010,28/09/2010
951,9,9,9,8,28/05/2010,01/06/2010,08/06/2010,13/10/2010
952,9,10,,9,14/05/2010,14/05/2010,25/05/2010,
953,10,10,10,10,11/05/2010,12/05/2010,16/11/2010,
954,9,9,9,,24/05/2010,27/05/2010,10/08/2010,13/09/2010
955,9,,,,05/04/2011,,,
956,9,8,8,,23/09/2010,06/10/2010,12/10/2010,18/10/2010
957,9,8,10,10,12/04/2010,12/04/2010,12/04/2010,12/04/2010
958,10,9,9,,29/04/2010,20/05/2010,30/05/2010,11/12/2010
959,10,10,10,,18/05/2010,30/05/2010,,
960,,10,10,9,05/11/2010,05/11/2010,05/11/2010,05/11/2010
961,10,,,,09/06/2010,14/06/2010,22/09/2010,29/09/2010
962,,10,10,10,05/10/2010,18/10/2010,25/10/2010,29/10/2010
963,10,10,,,10/05/2010,01/06/2010,16/09/2010,
964,8,,,9,06/10/2009,15/10/2009,07/12/2009,01/06/2010
965,,,,,15/11/2010,15/11/2010,15/11/2010,15/11/2010
966,,10,10,10,24/05/2010,01/06/2010,06/09/2010,20/10/2010
967,10,10,10,10,21/10/2010,21/10/2010,24/10/2010,
968,10,10,10,10,24/05/2010,29/05/2010,07/06/2010,17/08/2010
969,10,10,10,10,25/05/2010,09/08/2010,04/11/2010,
970,9,10,,,14/12/2010,,,
971,,,10,10,27/01/2010,10/02/2010,16/02/2010,14/05/2010
972,8,,9,9,14/05/2010,19/05/2010,24/05/2010,07/06/2010
973,10,10,10,10,20/04/2010,17/05/2010,01/06/2010,20/08/2010
974,9,10,,,01/06/2010,07/06/2010,27/09/2010,01/10/2010
975,10,10,10,9,12/05/2010,24/05/2010,27/05/2010,07/09/2010
976,,9,9,,17/03/2010,06/04/2010,05/05/2010,24/05/2010
977,,,10,9,26/05/2010,,,
978,,,,10,23/05/2010,31/05/2010,,
979,10,,,,26/10/2010,26/10/2010,26/10/2010,26/10/2010
980,10,10,10,10,08/03/2010,13/04/2010,21/05/2010,03/09/2010
981,10,10,10,10,17/09/2010,20/09/2010,27/09/2010,05/10/2010
982,10,10,10,10,21/04/2010,26/04/2010,07/05/2010,06/09/2010
983,10,9,10,9,18/05/2010,18/05/2010,18/05/2010,18/05/2010
984,10,9,,10,20/09/2010,08/10/2010,04/11/2010,14/11/2010
985,8,,,8,16/05/2010,18/05/2010,,
986,10,,,,26/10/2010,26/10/2010,,
987,10,10,10,,13/04/2010,14/04/2010,21/04/2010,26/05/2010
988,,8,10,,24/05/2010,28/05/2010,08/10/2010,
989,9,9,8,8,13/05/2010,17/05/2010,17/05/2010,17/05/2010
990,,,9,,28/09/2010,,,
991,10,,10,10,25/05/2010,16/08/2010,15/10/2010,19/12/2010
992,9,,10,10,10/04/2010,28/04/2010,01/06/2010,02/10/2010
993,7,9,8,9,29/05/2010,31/05/2010,31/05/2010,02/06/2010
994,9,9,9,10,21/05/2010,21/05/2010,21/05/2010,21/05/2010
995,10,,9,,14/06/2010,14/06/2010,14/06/2010,14/06/2010
996,8,10,10,,21/05/2010,31/05/2010,22/07/2010,20/11/2010
997,9,10,,,30/08/2010,11/09/2010,22/09/2010,29/09/2010
998,,10,,9,16/04/2010,20/04/2010,16/05/2010,29/05/2010
999,,10,10,10,12/05/2010,22/05/2010,29/05/2010,15/07/2010
1000,,,,,26/08/2010,06/10/2010,27/10/2010,
1001,9,8,7,5,06/09/2010,15/09/2010,24/09/2010,01/10/2010
1002,10,,10,,16/05/2010,01/06/2010,26/08/2010,17/12/2010
1003,9,9,10,6,28/02/2010,01/06/2010,12/10/2010,
1004,8,10,9,,01/09/2010,01/09/2010,17/10/2010,25/10/2010
1005,10,,,,04/05/2010,23/05/2010,28/05/2010,02/06/2010
1006,10,,10,10,18/05/2010,26/08/2010,,
1007,10,10,10,10,15/11/2010,,,
1008,10,,,,05/05/2010,20/05/2010,31/05/2010,
1009,10,10,10,8,18/03/2010,03/05/2010,03/06/2010,
1010,10,,,,28/05/2010,14/09/2010,,
1011,,10,9,10,28/04/2010,10/05/2010,23/05/2010,28/05/2010
1012,10,8,9,9,30/09/2010,18/10/2010,29/10/2010,05/11/2010
1013,,,,,02/06/2010,02/06/2010,08/06/2010,
1014,10,9,10,10,02/06/2010,02/11/2010,25/02/2011,
1015,5,10,10,9,31/05/2010,01/06/2010,08/06/2010,09/09/2010
1016,10,10,9,9,12/04/2010,13/05/2010,28/05/2010,01/06/2010
1017,10,9,10,,02/06/2010,09/06/2010,,
1018,9,,,,21/12/2010,04/01/2011,07/01/2011,12/01/2011
1019,10,10,10,8,29/09/2010,,,
1020,9,9,9,9,19/05/2010,27/05/2010,31/05/2010,
1021,10,10,10,8,06/07/2010,29/07/2010,31/08/2010,06/09/2010
1022,10,10,,,27/09/2010,12/10/2010,14/10/2010,15/10/2010
1023,10,10,9,9,19/05/2010,29/05/2010,01/06/2010,07/06/2010
1024,10,9,,10,01/06/2010,08/06/2010,18/10/2010,31/10/2010
1025,,,,,02/10/2010,,,
1026,10,10,10,10,15/03/2010,27/04/2010,25/05/2010,30/05/2010
1027,10,10,10,9,08/04/2010,02/05/2010,21/05/2010,28/05/2010
1028,8,,9,,23/03/2010,17/05/2010,25/05/2010,02/06/2010
1029,10,10,10,10,13/05/2010,21/05/2010,31/05/2010,07/06/2010
1030,10,10,9,,24/05/2010,03/06/2010,08/06/2010,13/01/2011
1031,10,10,,,15/09/2010,20/09/2010,27/09/2010,01/10/2010
1032,10,10,10,10,12/04/2010,26/04/2010,14/05/2010,31/05/2010
1033,,9,9,9,06/10/2010,11/10/2010,13/10/2010,16/10/2010
1034,10,,,,12/05/2010,24/05/2010,31/05/2010,
1035,10,10,10,,27/01/2011,02/02/2011,03/02/2011,
1036,10,10,,,27/05/2010,28/05/2010,01/06/2010,07/06/2010
1037,10,,10,,12/10/2010,21/10/2010,17/12/2010,11/02/2011
1038,10,10,10,10,10/04/2010,16/05/2010,15/10/2010,22/11/2010
1039,10,10,10,10,13/09/2010,17/10/2010,01/11/2010,
1040,,,8,,25/05/2010,21/09/2010,25/10/2010,
1041,9,10,,,31/05/2010,25/08/2010,08/09/2010,16/09/2010
1042,10,,,10,28/05/2010,28/05/2010,,
1043,,,9,10,07/09/2010,29/09/2010,08/10/2010,
1044,10,10,10,10,01/06/2010,02/06/2010,02/06/2010,02/06/2010
1045,10,10,10,10,05/11/2010,05/11/2010,05/11/2010,05/11/2010
1046,,,,,05/01/2011,11/01/2011,,
1047,,,,8,05/10/2010,28/10/2010,,
1048,9,10,,,11/11/2010,11/11/2010,11/11/2010,11/11/2010
1049,10,10,10,10,02/09/2010,03/09/2010,13/09/2010,28/09/2010
1050,10,10,10,9,18/10/2010,08/11/2010,,
1051,10,10,10,10,04/05/2010,16/09/2010,,
1052,10,10,10,10,17/05/2010,23/05/2010,28/05/2010,12/09/2010
1053,10,10,10,10,01/06/2010,08/06/2010,14/10/2010,
1054,,9,10,9,17/04/2010,03/05/2010,24/05/2010,29/05/2010
1055,10,10,10,9,01/06/2010,07/06/2010,30/09/2010,
1056,9,9,9,9,23/09/2010,19/10/2010,15/11/2010,
1057,10,10,,,22/05/2010,,,
1058,10,,,,28/10/2010,,,
1059,10,10,10,10,21/10/2010,21/10/2010,21/10/2010,21/10/2010
1060,,10,,,07/10/2010,10/10/2010,19/10/2010,
1061,8,,10,10,17/10/2010,26/10/2010,26/10/2010,27/04/2011
1062,9,,,,13/10/2010,18/10/2010,29/10/2010,
1063,6,,,,30/09/2010,04/10/2010,13/10/2010,25/10/2010
1064,8,8,,9,27/05/2010,29/05/2010,31/05/2010,03/06/2010
1065,10,,,,23/09/2010,30/09/2010,12/10/2010,
1066,7,,,,01/10/2010,05/10/2010,13/10/2010,
1067,10,,,,23/09/2010,25/09/2010,,
1068,10,10,10,8,18/05/2010,24/05/2010,26/05/2010,29/05/2010
1069,10,10,10,10,11/06/2010,17/07/2010,18/10/2010,
1070,10,10,10,,17/06/2010,27/09/2010,20/10/2010,
1071,10,10,10,10,15/04/2010,04/05/2010,19/05/2010,15/09/2010
1072,10,10,,,29/05/2010,19/11/2010,,
1073,,,,,03/06/2010,03/06/2010,,
1074,10,,10,10,02/06/2010,15/06/2010,23/11/2010,19/04/2011
1075,,,2,,17/02/2011,07/03/2011,,
1076,,,8,,07/06/2010,07/06/2010,07/06/2010,08/06/2010
1077,10,10,8,10,15/12/2010,22/12/2010,,
1078,10,10,8,10,20/09/2010,28/09/2010,05/10/2010,15/10/2010
1079,10,10,10,8,01/06/2010,08/06/2010,12/09/2010,
1080,7,,,,16/12/2010,20/12/2010,18/01/2011,25/03/2011
1081,,,,,20/05/2010,02/06/2010,10/06/2010,10/06/2010
1082,6,10,10,10,28/06/2010,,,
1083,9,9,9,7,23/05/2010,31/05/2010,12/09/2010,30/09/2010
1084,10,10,10,10,02/11/2010,02/11/2010,,
1085,10,,10,,02/05/2010,10/05/2010,15/05/2010,29/10/2010
1086,10,10,10,10,15/09/2010,11/10/2010,28/10/2010,
1087,10,10,10,10,10/03/2011,10/03/2011,10/03/2011,10/03/2011
1088,10,,,10,04/03/2011,04/03/2011,04/03/2011,04/03/2011
1089,,10,10,10,08/06/2010,08/06/2010,15/06/2010,06/04/2011
1090,10,,,,12/04/2010,26/04/2010,03/06/2010,28/09/2010
1091,8,8,8,7,27/04/2010,27/04/2010,27/04/2010,27/04/2010
1092,,,10,10,02/06/2010,09/06/2010,,
1093,10,,,10,25/05/2010,01/06/2010,07/09/2010,29/09/2010
1094,10,10,10,9,20/05/2010,25/05/2010,01/06/2010,01/10/2010
1095,,10,10,9,12/05/2010,29/05/2010,,
1096,,10,,,15/10/2010,,,
1097,10,,,,13/10/2010,29/10/2010,02/11/2010,04/11/2010
1098,10,10,10,10,24/04/2010,18/04/2010,24/04/2010,10/05/2010
1099,10,,10,8,09/09/2010,13/09/2010,17/09/2010,24/09/2010
1100,10,10,10,10,18/05/2010,31/05/2010,23/09/2010,
1101,9,9,8,8,22/10/2010,12/11/2010,21/11/2010,
1102,8,,10,,16/10/2010,19/10/2010,21/10/2010,22/10/2010
1103,10,9,10,9,26/04/2010,03/05/2010,07/05/2010,26/05/2010
1104,9,9,8,8,19/05/2010,04/06/2010,14/06/2010,05/07/2010
1105,9,10,10,10,01/11/2010,01/11/2010,01/11/2010,01/11/2010
1106,,9,9,9,26/03/2010,13/04/2010,30/05/2010,
1107,10,10,10,9,30/05/2010,07/06/2010,30/09/2010,
1108,10,10,10,9,14/04/2010,19/04/2010,29/04/2010,14/05/2010
1109,10,,,10,26/09/2010,05/10/2010,27/10/2010,01/11/2010
1110,10,,,10,26/09/2010,15/10/2010,27/10/2010,08/11/2010
1111,,9,,,10/05/2010,18/05/2010,25/05/2010,31/05/2010
1112,,,,10,13/06/2010,13/09/2010,20/10/2010,11/11/2010
1113,,,10,9,07/06/2010,08/06/2010,23/06/2010,
1114,10,10,8,9,01/06/2010,11/06/2010,08/10/2010,
1115,10,9,9,9,18/05/2010,29/05/2010,22/09/2010,28/01/2011
1116,9,,,10,08/06/2010,21/09/2010,30/09/2010,31/10/2010
1117,10,,,,15/11/2010,18/11/2010,19/11/2010,
1118,10,10,10,7,31/05/2010,09/07/2010,20/04/2011,
1119,8,,10,,15/10/2010,17/10/2010,18/10/2010,19/10/2010
1120,10,10,10,10,14/06/2010,09/07/2010,13/11/2010,10/12/2010
1121,,10,10,10,25/05/2010,15/06/2010,22/06/2010,13/10/2010
1122,9,,9,9,18/11/2010,18/11/2010,,
1123,,,,,12/10/2010,12/10/2010,12/10/2010,12/10/2010
1124,9,10,10,10,20/05/2010,27/05/2010,15/09/2010,13/11/2010
1125,10,10,10,10,17/05/2010,28/05/2010,18/02/2011,
1126,10,9,,,30/09/2010,15/10/2010,15/11/2010,03/01/2011
1127,10,,,,15/09/2010,21/09/2010,26/09/2010,30/09/2010
1128,10,,10,,02/03/2010,12/03/2010,16/03/2010,
1129,,,,9,30/09/2010,05/10/2010,12/10/2010,13/10/2010
1130,,,,,15/10/2010,15/10/2010,15/10/2010,15/10/2010
1131,10,10,10,10,04/10/2010,04/10/2010,,
1132,10,,,,12/10/2010,20/10/2010,,
1133,10,10,10,10,28/09/2010,30/09/2010,01/10/2010,
1134,,,10,,19/10/2010,29/10/2010,,
1135,10,10,10,10,19/05/2010,08/06/2010,05/10/2010,
1136,7,,,,10/06/2010,15/06/2010,19/06/2010,
1137,10,,10,10,09/06/2010,13/06/2010,15/06/2010,28/10/2010
1138,,10,,10,03/10/2010,10/10/2010,24/10/2010,30/10/2010
1139,,10,10,10,17/02/2011,,,
1140,,10,,,19/10/2010,19/10/2010,19/10/2010,19/10/2010
1141,9,,,,18/10/2010,,,
1142,9,,10,,15/03/2010,10/05/2010,29/05/2010,20/04/2011
1143,8,8,10,10,27/04/2010,07/05/2010,18/05/2010,24/05/2010
1144,10,10,10,10,08/03/2010,12/04/2010,14/05/2010,25/05/2010
1145,10,10,9,9,26/05/2010,01/04/2010,21/04/2010,18/05/2010
1146,9,10,8,9,14/05/2010,26/05/2010,01/06/2010,30/09/2010
1147,10,10,,,15/04/2010,11/05/2010,31/05/2010,16/09/2010
1148,9,,10,8,02/10/2010,21/10/2010,21/10/2010,21/10/2010
1149,10,10,10,10,23/09/2010,13/10/2010,,
1150,10,,,,20/09/2010,12/10/2010,26/10/2010,30/10/2010
1151,9,10,10,10,09/10/2010,14/10/2010,19/10/2010,28/10/2010
1152,10,,,,13/09/2010,14/09/2010,23/09/2010,
1153,8,,7,,06/02/2010,20/02/2010,04/03/2010,03/04/2010
1154,10,10,10,9,01/06/2010,23/04/2010,20/05/2010,01/06/2010
1155,10,10,10,10,03/06/2010,07/06/2010,08/06/2010,17/09/2010
1156,10,10,10,10,13/10/2010,,,
1157,,,,10,02/09/2010,30/09/2010,,
1158,10,,,,14/12/2009,,,
1159,9,,,,08/10/2010,19/10/2010,25/10/2010,27/10/2010
1160,10,10,10,10,18/05/2010,25/05/2010,28/05/2010,31/05/2010
1161,10,8,,,31/05/2010,04/06/2010,07/04/2011,
1162,10,,,,03/06/2010,,,
1163,10,,,,07/10/2010,07/10/2010,14/10/2010,25/10/2010
1164,9,8,8,7,08/06/2010,11/06/2010,03/11/2010,
1165,10,10,10,8,12/05/2010,20/05/2010,27/05/2010,02/06/2010
1166,10,10,10,,29/03/2010,27/05/2010,31/05/2010,15/10/2010
1167,10,10,10,4,24/05/2010,31/05/2010,02/06/2010,
1168,,,,10,15/11/2010,10/12/2010,,
1169,10,,,,01/06/2010,02/06/2010,05/02/2011,
1170,8,10,9,10,09/04/2010,18/05/2010,24/05/2010,28/05/2010
1171,10,10,9,9,28/05/2010,28/05/2010,28/05/2010,01/06/2010
1172,10,10,,10,09/03/2010,13/04/2010,09/05/2010,30/05/2010
1173,,,,,07/09/2010,22/09/2010,03/10/2010,
1174,,10,,,30/09/2010,15/02/2011,,
1175,6,,,,10/12/2010,,,
1176,10,10,10,10,27/09/2010,07/10/2010,12/10/2010,
1177,8,,,,20/05/2010,22/05/2010,31/05/2010,28/02/2011
1178,,,,,17/04/2010,24/04/2010,27/04/2010,29/04/2010
1179,10,10,10,10,18/05/2010,21/05/2010,31/05/2010,12/08/2010
1180,10,10,10,7,03/05/2010,24/05/2010,02/06/2010,12/10/2010
1181,,,,10,01/06/2010,29/09/2010,,
1182,10,10,,10,09/04/2010,26/05/2010,02/06/2010,31/01/2011
1183,10,,,9,16/09/2010,,,
1184,10,,,,12/01/2011,19/01/2011,25/01/2011,30/01/2011
1185,10,6,,,18/05/2010,25/05/2010,31/05/2010,
1186,,,,10,24/01/2011,24/01/2011,24/01/2011,
1187,,8,8,9,11/01/2011,11/01/2011,11/01/2011,
1188,10,,,,13/09/2010,,,
1189,10,10,10,,29/05/2010,10/11/2010,,
1190,10,10,,,09/06/2010,09/06/2010,09/06/2010,
1191,,,,,17/09/2010,02/10/2010,01/11/2010,
1192,10,10,,,18/06/2010,13/10/2010,15/03/2011,
1193,10,10,10,10,22/04/2010,03/05/2010,14/05/2010,27/05/2010
1194,9,10,10,8,12/05/2010,27/05/2010,31/05/2010,24/09/2010
1195,10,,,,29/03/2010,12/04/2010,,
1196,10,10,10,10,13/05/2010,07/06/2010,07/06/2010,07/06/2010
1197,10,10,10,10,10/02/2010,19/05/2010,02/03/2011,
1198,,,,,22/11/2010,23/11/2010,26/11/2010,
1199,,,,,25/10/2010,27/10/2010,27/10/2010,01/11/2010
1200,10,10,9,10,28/05/2010,01/06/2010,14/06/2010,21/12/2010
1201,,,,,12/10/2010,01/11/2010,,
1202,10,,,,07/05/2010,13/05/2010,21/05/2010,29/05/2010
1203,9,9,9,10,10/10/2010,15/10/2010,20/10/2010,29/03/2011
1204,10,10,10,,01/12/2010,01/12/2010,01/12/2010,
1205,,10,10,10,06/01/2011,06/01/2011,06/01/2011,06/01/2011
1206,10,,,,25/10/2010,04/11/2010,09/11/2010,11/11/2010
1207,10,10,10,10,26/05/2010,28/05/2010,31/05/2010,01/06/2010
1208,,,,,25/09/2010,,,
1209,10,,,,27/09/2010,06/10/2010,18/10/2010,26/10/2010
1210,4,,10,8,29/10/2010,01/11/2010,07/11/2010,19/11/2010
1211,10,10,10,9,22/05/2010,30/05/2010,01/06/2010,02/06/2010
1212,10,10,10,10,27/05/2010,31/05/2010,14/06/2010,12/10/2010
1213,8,,9,,20/05/2010,25/05/2010,27/05/2010,31/05/2010
1214,10,,,,30/08/2010,21/09/2010,30/09/2010,03/01/2011
1215,,10,10,10,05/04/2011,05/04/2011,05/04/2011,
1216,9,,,,16/09/2010,30/09/2010,30/09/2010,09/10/2010
1217,10,,,,11/11/2010,15/11/2010,17/11/2010,18/11/2010
1218,,,10,,08/06/2010,10/06/2010,15/06/2010,29/10/2010
1219,10,10,10,10,05/02/2010,01/03/2010,30/03/2010,14/05/2010
1220,10,10,10,10,02/05/2010,05/05/2010,06/05/2010,19/05/2010
1221,,,,9,02/09/2010,08/09/2010,27/09/2010,10/10/2010
1222,10,,8,8,24/09/2010,,,
1223,10,10,,,24/01/2011,26/01/2011,08/02/2011,
1224,10,,,,15/06/2010,18/04/2011,,
1225,,,,,10/01/2011,10/01/2011,10/01/2011,10/01/2011
1226,10,9,8,8,28/10/2010,09/11/2010,15/11/2010,
1227,10,7,8,10,12/04/2010,04/05/2010,21/05/2010,01/06/2010
1228,10,,7,,22/04/2010,27/04/2010,05/05/2010,11/05/2010
1229,6,,,,15/09/2010,20/09/2010,,
1230,,,,,24/05/2010,29/05/2010,01/06/2010,03/08/2010
1231,,9,,,23/09/2010,20/10/2010,,
1232,10,10,10,10,29/04/2010,18/05/2010,27/05/2010,28/09/2010
1233,10,10,10,,15/05/2010,17/05/2010,19/05/2010,28/05/2010
1234,,7,8,,08/09/2010,12/09/2010,14/09/2010,21/09/2010
1235,3,10,10,10,02/05/2010,12/05/2010,17/05/2010,23/05/2010
1236,10,,10,,18/05/2010,21/05/2010,27/05/2010,
1237,8,,,,20/01/2011,20/01/2011,20/01/2011,
1238,7,10,,,20/05/2010,28/05/2010,05/06/2010,
1239,,8,10,,12/04/2010,06/05/2010,25/05/2010,20/09/2010
1240,10,,,10,14/06/2010,22/06/2010,19/05/2011,
1241,,,10,,22/10/2010,27/10/2010,10/11/2010,18/01/2011
1242,10,,,,11/11/2010,15/11/2010,06/12/2010,
1243,,9,10,,15/06/2010,10/10/2010,31/10/2010,
1244,10,,,,16/09/2010,02/10/2010,,
1245,10,10,,,08/10/2010,21/10/2010,15/11/2010,
1246,10,10,,10,30/04/2010,19/05/2010,04/06/2010,
1247,,10,10,10,07/06/2010,08/10/2010,09/11/2010,
1248,10,10,10,10,26/05/2010,02/06/2010,29/09/2010,28/10/2010
1249,,,,,06/10/2010,11/10/2010,07/12/2010,
1250,10,10,10,10,11/05/2010,31/05/2010,17/06/2010,
1251,2,9,10,9,18/05/2010,02/06/2010,06/12/2010,04/01/2011
1252,,10,7,10,21/10/2010,21/10/2010,24/10/2010,01/11/2010
1253,10,,,,20/10/2010,01/11/2010,17/11/2010,
1254,10,,10,10,20/01/2011,24/01/2011,31/01/2011,06/03/2011
1255,10,10,9,,26/08/2010,,,
1256,10,10,10,,18/05/2010,23/05/2010,28/05/2010,30/11/2010
1257,,,,10,10/12/2010,03/05/2011,,
1258,9,9,9,10,21/05/2010,10/09/2010,04/10/2010,
1259,8,9,10,9,10/05/2010,10/05/2010,,
1260,10,10,10,4,25/10/2010,29/10/2010,02/11/2010,07/11/2010
1261,,,,,28/09/2010,28/09/2010,18/05/2011,
1262,9,,,,07/12/2010,29/12/2010,14/01/2011,28/01/2011
1263,10,10,,,25/05/2010,31/05/2010,15/10/2010,
1264,8,,,,01/04/2010,12/04/2010,15/04/2010,
1265,10,9,,,15/05/2010,28/05/2010,05/04/2011,
1266,,,,8,21/09/2010,29/09/2010,18/10/2010,
1267,,,,,25/10/2010,,,
1268,10,,10,,02/11/2010,,,
1269,10,9,9,9,15/04/2010,27/04/2010,10/05/2010,31/05/2010
1270,8,7,10,10,01/04/2010,11/05/2010,27/05/2010,
1271,10,,,,08/10/2010,,,
1272,9,9,9,8,10/05/2010,31/05/2010,05/02/2011,
1273,,,10,,02/11/2010,,,
1274,8,,,,11/05/2010,31/05/2010,08/02/2011,
1275,10,10,9,8,01/06/2010,28/09/2010,29/10/2010,
1276,,7,,,26/05/2010,15/06/2010,,
1277,,,,,05/10/2010,,,
1278,,,,,20/10/2010,20/10/2010,20/10/2010,
1279,,,,,12/10/2010,16/11/2010,,
1280,9,10,10,,03/05/2010,10/05/2010,18/05/2010,26/05/2010
1281,5,,,,08/02/2011,03/03/2011,03/03/2011,
1282,10,,,,19/01/2010,03/02/2010,,
1283,10,10,10,8,22/10/2010,06/11/2010,,
1284,,,,,25/10/2010,03/11/2010,09/11/2010,14/11/2010
1285,,,,,16/11/2010,17/11/2010,19/11/2010,12/04/2011
1286,8,,10,,17/11/2010,17/11/2010,17/11/2010,17/11/2010
1287,10,8,10,,19/05/2010,27/05/2010,02/06/2010,05/10/2010
1288,10,10,10,10,24/04/2010,20/05/2010,31/05/2010,31/08/2010
1289,10,10,9,9,27/05/2010,27/05/2010,27/05/2010,27/05/2010
1290,8,,,,17/10/2010,27/10/2010,02/11/2010,
1291,10,,10,,20/08/2010,18/10/2010,23/12/2010,11/04/2011
1292,10,10,10,10,16/03/2010,17/05/2010,24/05/2010,28/05/2010
1293,,10,10,,26/02/2010,02/04/2010,26/04/2010,24/05/2010
1294,8,,,10,26/10/2010,31/10/2010,,
1295,,10,,10,20/04/2010,25/05/2010,28/05/2010,21/08/2010
1296,,8,,,27/09/2010,05/11/2010,,
1297,10,,10,10,30/09/2010,,,
1298,9,,,9,14/04/2010,31/05/2010,12/11/2010,
1299,9,10,10,,17/05/2010,28/05/2010,01/06/2010,05/10/2010
1300,9,,10,9,01/12/2010,10/12/2010,07/01/2011,
1301,,9,9,7,05/05/2010,23/05/2010,28/09/2010,
1302,10,10,9,10,26/04/2010,26/04/2010,07/05/2010,26/05/2010
1303,,,7,,05/01/2011,07/01/2011,20/01/2011,
1304,10,,3,,25/10/2010,05/11/2010,,
1305,,9,,,31/08/2010,11/10/2010,23/11/2010,
1306,,10,10,,16/11/2010,29/01/2011,01/03/2011,
1307,9,8,10,,13/09/2010,,,
1308,10,10,10,10,07/10/2010,18/10/2010,02/11/2010,
1309,,,9,,07/04/2010,14/05/2010,01/06/2010,07/07/2010
1310,7,,,,05/12/2010,08/12/2010,13/01/2011,
1311,10,8,9,,09/01/2011,14/01/2011,,
1312,10,10,8,10,01/04/2010,15/04/2010,03/05/2010,16/05/2010
1313,10,10,10,10,21/05/2010,01/06/2010,07/06/2010,27/09/2010
1314,,10,,,31/10/2010,16/11/2010,18/11/2010,19/11/2010
1315,10,,10,,25/05/2010,28/05/2010,28/10/2010,
1316,10,,,,28/06/2010,20/10/2010,20/10/2010,02/11/2010
1317,10,,9,10,08/06/2010,08/06/2010,08/06/2010,08/06/2010
1318,10,,8,,11/06/2010,11/06/2010,,
1319,10,9,10,9,26/02/2010,11/03/2010,24/03/2010,14/04/2010
1320,9,10,9,8,28/09/2010,28/09/2010,28/09/2010,
1321,10,9,,,19/09/2010,05/10/2010,12/10/2010,18/10/2010
1322,9,,,10,09/06/2010,04/10/2010,13/10/2010,09/03/2011
1323,10,,10,,07/05/2009,03/06/2010,07/07/2010,
1324,10,,,,18/11/2010,29/11/2010,30/11/2010,15/12/2010
1325,10,,,,01/10/2010,,,
1326,9,,,,16/09/2010,26/09/2010,15/10/2010,
1327,,10,,8,29/09/2010,26/10/2010,,
1328,,,,,26/03/2010,01/04/2010,04/04/2010,05/04/2010
1329,9,,,8,08/09/2010,15/09/2010,20/09/2010,23/09/2010
1330,,,10,,31/10/2010,04/11/2010,09/11/2010,11/11/2010
1331,9,,,,16/10/2010,18/10/2010,19/10/2010,21/10/2010
1332,10,10,10,,05/04/2010,29/04/2010,28/05/2010,08/10/2010
1333,,8,9,10,19/09/2010,18/02/2011,,
1334,10,10,10,10,11/10/2010,16/10/2010,24/10/2010,05/11/2010
1335,10,10,,10,27/04/2010,01/06/2010,11/04/2011,
1336,9,,,,13/01/2011,20/01/2011,22/04/2011,22/04/2011
1337,,,10,,02/03/2010,09/06/2010,,
1338,10,10,10,,22/03/2010,10/04/2010,10/05/2010,30/09/2010
1339,10,10,,10,30/09/2010,18/10/2010,21/10/2010,
1340,10,10,10,10,12/05/2010,13/09/2010,,
1341,7,10,9,,29/09/2010,08/10/2010,,
1342,10,,,,10/11/2010,,,
1343,,10,10,9,27/05/2010,25/10/2010,02/11/2010,
1344,8,4,9,,22/02/2011,14/04/2011,,
1345,9,,,,01/06/2010,02/06/2010,25/10/2010,
1346,9,,,,27/10/2010,30/10/2010,,
1347,10,9,,,22/03/2010,19/04/2010,12/05/2010,01/06/2010
1348,10,,10,10,18/10/2010,,,
1349,10,10,10,,18/10/2010,,,
1350,8,8,8,8,31/05/2010,20/09/2010,30/09/2010,
1351,9,9,10,10,01/06/2010,05/10/2010,,
1352,,,,,12/10/2010,,,
1353,10,8,8,,13/10/2010,20/10/2010,22/10/2010,
1354,10,10,,,14/09/2010,,,
1355,10,10,,,12/09/2010,,,
1356,10,,,,24/05/2010,01/06/2010,20/10/2010,
1357,,10,,,15/10/2010,,,
1358,9,,10,,26/10/2010,01/11/2010,06/11/2010,12/11/2010
1359,10,10,10,,27/09/2010,07/10/2010,,
1360,,,,,19/04/2010,23/04/2010,,
1361,,,,,30/04/2010,13/05/2010,23/05/2010,22/07/2010
